Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
18	0.590490	7500	-61.979764	-1379.211491
19	0.572433	7500	-60.844295	-1440.055786
20	0.554712	7500	-59.709383	-1499.765169
21	0.537324	7500	-58.589864	-1558.355033
22	0.520268	7500	-57.471802	-1615.826835
23	0.503540	7500	-56.368008	-1672.194843
24	0.487139	7500	-55.269813	-1727.464655
25	0.471063	7500	-54.175277	-1781.639933
26	0.455310	7500	-53.090522	-1834.730455
27	0.439877	7500	-52.008656	-1886.739111
28	0.424762	7500	-50.940228	-1937.679339
29	0.409963	7500	-49.877477	-1987.556816
30	0.395478	7500	-48.818556	-2036.375372
31	0.381305	7500	-47.771182	-2084.146554
32	0.367440	7500	-46.731006	-2130.877561
33	0.353883	7500	-45.698859	-2176.576419
34	0.340630	7500	-44.673833	-2221.250253
35	0.327680	7500	-43.651932	-2264.902184
36	0.315030	7500	-42.644349	-2307.546533
37	0.302677	7500	-41.640758	-2349.187291
38	0.290619	7500	-40.648252	-2389.835543
39	0.278855	7500	-39.664284	-2429.499827
40	0.267381	7500	-38.686576	-2468.186403
41	0.256195	7500	-37.716532	-2505.902935
42	0.245294	7500	-36.754591	-2542.657526
43	0.234677	7500	-35.798841	-2578.456367
44	0.224340	7500	-34.857431	-2613.313798
45	0.214281	7500	-33.919145	-2647.232943
46	0.204498	7500	-32.993911	-2680.226854
47	0.194988	7500	-32.075941	-2712.302795
48	0.185749	7500	-31.165529	-2743.468324
49	0.176777	7500	-30.265528	-2773.733852
50	0.168070	7500	-29.375107	-2803.108959
51	0.159626	7500	-28.492920	-2831.601880
52	0.151441	7500	-27.615142	-2859.217022
53	0.143514	7500	-26.750877	-2885.967899
54	0.135841	7500	-25.899279	-2911.867178
55	0.128420	7500	-25.054503	-2936.921681
56	0.121247	7500	-24.216772	-2961.138453
57	0.114320	7500	-23.389314	-2984.527767
58	0.107637	7500	-22.568906	-3007.096673
59	0.101193	7500	-21.760722	-3028.857395
60	0.094986	7500	-20.969663	-3049.827058
61	0.089014	7500	-20.179315	-3070.006373
62	0.083273	7500	-19.500877	-3089.507250
63	0.077760	7500	-18.660982	-3108.168232
64	0.072472	7500	-17.920339	-3126.088571
65	0.067406	7500	-17.353485	-3143.442056
66	0.062558	7500	-16.493624	-3159.935680
67	0.057926	7500	-15.922840	-3175.858521
68	0.053506	7500	-15.063676	-3190.922197
69	0.049295	7500	-14.609404	-3205.531601
70	0.045289	7500	-13.949320	-3219.480922
71	0.041485	7500	-13.264215	-3232.745136
72	0.037880	7500	-12.584497	-3245.329633
73	0.034469	7500	-11.945609	-3257.275242
74	0.031250	7500	-11.305988	-3268.581230
75	0.028218	7500	-10.651433	-3279.232662
76	0.025370	7500	-10.011462	-3289.244124
77	0.022702	7500	-9.387001	-3298.631125
78	0.020209	7500	-8.769683	-3307.400808
79	0.017889	7500	-8.183207	-3315.584015
80	0.015736	7500	-7.596595	-3323.180609
81	0.013746	7500	-7.028492	-3330.209101
82	0.011916	7500	-6.480780	-3336.689881
83	0.010240	7500	-5.942832	-3342.632713
84	0.008714	7500	-5.420356	-3348.053069
85	0.007334	7500	-4.922557	-3352.975626
86	0.006093	7500	-4.431052	-3357.406678
87	0.004988	7500	-3.970844	-3361.377522
88	0.004013	7500	-3.534112	-3364.911634
89	0.003162	7500	-3.103585	-3368.015219
90	0.002430	7500	-2.713444	-3370.728663
91	0.001810	7500	-2.354905	-3373.083568
92	0.001296	7500	-2.037982	-3375.121549
93	0.000882	7500	-1.788700	-3376.910250
94	0.000559	7500	-1.597535	-3378.507784
95	0.000320	7500	-1.315134	-3379.822918
96	0.000156	7500	-0.973546	-3380.796464
97	0.000057	7500	-0.604886	-3381.401351
98	0.000010	7500	-0.289928	-3381.691279
99	0.000000	7500	-0.065107	-3381.756386
Log marginal likelihood:	-3381.756386
0	0.975187	7500	-83.864855	-83.864855
1	0.950747	7500	-82.710078	-166.574933
2	0.926679	7500	-81.330862	-247.905795
3	0.902980	7500	-80.198773	-328.104568
4	0.879648	7500	-78.952986	-407.057554
5	0.856682	7500	-77.748058	-484.805612
6	0.834079	7500	-76.542615	-561.348228
7	0.811838	7500	-75.310368	-636.658595
8	0.789957	7500	-74.103101	-710.761696
9	0.768433	7500	-72.891221	-783.652917
10	0.747266	7500	-71.690422	-855.343339
11	0.726452	7500	-70.484242	-925.827581
12	0.705989	7500	-69.302180	-995.129761
13	0.685877	7500	-68.118800	-1063.248560
14	0.666112	7500	-66.952036	-1130.200596
15	0.646693	7500	-65.781186	-1195.981782
16	0.627618	7500	-64.608990	-1260.590772
17	0.608884	7500	-63.448436	-1324.039208
18	0.590490	7500	-62.312533	-1386.351741
19	0.572433	7500	-61.166013	-1447.517754
20	0.554712	7500	-60.034171	-1507.551925
21	0.537324	7500	-58.902888	-1566.454813
22	0.520268	7500	-57.783778	-1624.238591
23	0.503540	7500	-56.672028	-1680.910619
24	0.487139	7500	-55.559205	-1736.469824
25	0.471063	7500	-54.458753	-1790.928576
26	0.455310	7500	-53.372955	-1844.301531
27	0.439877	7500	-52.289627	-1896.591158
28	0.424762	7500	-51.212587	-1947.803745
29	0.409963	7500	-50.144897	-1997.948642
30	0.395478	7500	-49.078564	-2047.027206
31	0.381305	7500	-48.031193	-2095.058399
32	0.367440	7500	-46.981753	-2142.040152
33	0.353883	7500	-45.939853	-2187.980005
34	0.340630	7500	-44.909735	-2232.889740
35	0.327680	7500	-43.889472	-2276.779211
36	0.315030	7500	-42.874645	-2319.653856
37	0.302677	7500	-41.865638	-2361.519495
38	0.290619	7500	-40.863971	-2402.383465
39	0.278855	7500	-39.876262	-2442.259728
40	0.267381	7500	-38.892577	-2481.152305
41	0.256195	7500	-37.920942	-2519.073247
42	0.245294	7500	-36.951574	-2556.024821
43	0.234677	7500	-35.991763	-2592.016585
44	0.224340	7500	-35.045397	-2627.061981
45	0.214281	7500	-34.103081	-2661.165062
46	0.204498	7500	-33.171371	-2694.336433
47	0.194988	7500	-32.248329	-2726.584762
48	0.185749	7500	-31.333928	-2757.918691
49	0.176777	7500	-30.431012	-2788.349703
50	0.168070	7500	-29.531442	-2817.881145
51	0.159626	7500	-28.647029	-2846.528174
52	0.151441	7500	-27.766950	-2874.295124
53	0.143514	7500	-26.896904	-2901.192028
54	0.135841	7500	-26.036520	-2927.228548
55	0.128420	7500	-25.182731	-2952.411279
56	0.121247	7500	-24.343081	-2976.754361
57	0.114320	7500	-23.514669	-3000.269030
58	0.107637	7500	-22.830157	-3023.099187
59	0.101193	7500	-21.879671	-3044.978858
60	0.094986	7500	-21.081202	-3066.060060
61	0.089014	7500	-20.292839	-3086.352899
62	0.083273	7500	-19.599307	-3105.952206
63	0.077760	7500	-18.798782	-3124.750989
64	0.072472	7500	-18.175282	-3142.926271
65	0.067406	7500	-17.411440	-3160.337711
66	0.062558	7500	-16.635229	-3176.972941
67	0.057926	7500	-15.963753	-3192.936693
68	0.053506	7500	-15.321389	-3208.258083
69	0.049295	7500	-14.644765	-3222.902848
70	0.045289	7500	-14.006046	-3236.908894
71	0.041485	7500	-13.302038	-3250.210931
72	0.037880	7500	-12.641234	-3262.852165
73	0.034469	7500	-11.976896	-3274.829061
74	0.031250	7500	-11.337312	-3286.166373
75	0.028218	7500	-10.692649	-3296.859022
76	0.025370	7500	-10.058354	-3306.917375
77	0.022702	7500	-9.427649	-3316.345024
78	0.020209	7500	-8.808748	-3325.153772
79	0.017889	7500	-8.213817	-3333.367589
80	0.015736	7500	-7.622780	-3340.990369
81	0.013746	7500	-7.058596	-3348.048965
82	0.011916	7500	-6.499211	-3354.548175
83	0.010240	7500	-5.962334	-3360.510510
84	0.008714	7500	-5.442946	-3365.953456
85	0.007334	7500	-4.940183	-3370.893639
86	0.006093	7500	-4.458790	-3375.352429
87	0.004988	7500	-3.984110	-3379.336539
88	0.004013	7500	-3.541294	-3382.877833
89	0.003162	7500	-3.114677	-3385.992510
90	0.002430	7500	-2.716468	-3388.708978
91	0.001810	7500	-2.358679	-3391.067657
92	0.001296	7500	-2.049882	-3393.117540
93	0.000882	7500	-1.782210	-3394.899750
94	0.000559	7500	-1.597635	-3396.497385
95	0.000320	7500	-1.255380	-3397.752765
96	0.000156	7500	-0.982472	-3398.735237
97	0.000057	7500	-0.619681	-3399.354918
98	0.000010	7500	-0.307049	-3399.661967
99	0.000000	7500	-0.065104	-3399.727071
Log marginal likelihood:	-3399.727071
0	0.975187	7500	-84.894517	-84.894517
1	0.950747	7500	-83.617953	-168.512470
2	0.926679	7500	-82.346536	-250.859006
3	0.902980	7500	-81.084320	-331.943326
4	0.879648	7500	-79.827839	-411.771165
5	0.856682	7500	-78.573527	-490.344691
6	0.834079	7500	-77.334543	-567.679235
7	0.811838	7500	-76.098605	-643.777840
8	0.789957	7500	-74.866548	-718.644388
9	0.768433	7500	-73.645433	-792.289821
10	0.747266	7500	-72.427946	-864.717767
11	0.726452	7500	-71.218012	-935.935779
12	0.705989	7500	-70.015271	-1005.951049
13	0.685877	7500	-68.819407	-1074.770456
14	0.666112	7500	-67.630280	-1142.400736
15	0.646693	7500	-66.451647	-1208.852383
16	0.627618	7500	-65.272981	-1274.125364
17	0.608884	7500	-64.105664	-1338.231029
18	0.590490	7500	-62.942933	-1401.173962
19	0.572433	7500	-61.791657	-1462.965619
20	0.554712	7500	-60.644360	-1523.609979
21	0.537324	7500	-59.505776	-1583.115755
22	0.520268	7500	-58.372076	-1641.487831
23	0.503540	7500	-57.247905	-1698.735736
24	0.487139	7500	-56.130202	-1754.865938
25	0.471063	7500	-55.019916	-1809.885855
26	0.455310	7500	-53.913732	-1863.799586
27	0.439877	7500	-52.818700	-1916.618287
28	0.424762	7500	-51.734499	-1968.352785
29	0.409963	7500	-50.652477	-2019.005262
30	0.395478	7500	-49.578351	-2068.583613
31	0.381305	7500	-48.514464	-2117.098076
32	0.367440	7500	-47.457106	-2164.555182
33	0.353883	7500	-46.409660	-2210.964842
34	0.340630	7500	-45.367780	-2256.332622
35	0.327680	7500	-44.333760	-2300.666381
36	0.315030	7500	-43.308900	-2343.975282
37	0.302677	7500	-42.287345	-2386.262626
38	0.290619	7500	-41.284384	-2427.547011
39	0.278855	7500	-40.278849	-2467.825860
40	0.267381	7500	-39.286563	-2507.112423
41	0.256195	7500	-38.302907	-2545.415330
42	0.245294	7500	-37.326526	-2582.741856
43	0.234677	7500	-36.357663	-2619.099519
44	0.224340	7500	-35.400600	-2654.500120
45	0.214281	7500	-34.450991	-2688.951111
46	0.204498	7500	-33.506845	-2722.457956
47	0.194988	7500	-32.575091	-2755.033047
48	0.185749	7500	-31.650765	-2786.683812
49	0.176777	7500	-30.740046	-2817.423858
50	0.168070	7500	-29.828145	-2847.252003
51	0.159626	7500	-28.933938	-2876.185941
52	0.151441	7500	-28.048058	-2904.234000
53	0.143514	7500	-27.166983	-2931.400982
54	0.135841	7500	-26.296259	-2957.697242
55	0.128420	7500	-25.439325	-2983.136567
56	0.121247	7500	-24.592268	-3007.728835
57	0.114320	7500	-23.752159	-3031.480994
58	0.107637	7500	-22.921831	-3054.402825
59	0.101193	7500	-22.131444	-3076.534269
60	0.094986	7500	-21.288799	-3097.823068
61	0.089014	7500	-20.497839	-3118.320907
62	0.083273	7500	-19.748440	-3138.069347
63	0.077760	7500	-18.940735	-3157.010082
64	0.072472	7500	-18.195935	-3175.206017
65	0.067406	7500	-17.654372	-3192.860389
66	0.062558	7500	-16.871918	-3209.732307
67	0.057926	7500	-16.122930	-3225.855237
68	0.053506	7500	-15.468988	-3241.324224
69	0.049295	7500	-14.869556	-3256.193780
70	0.045289	7500	-14.150182	-3270.343961
71	0.041485	7500	-13.431410	-3283.775372
72	0.037880	7500	-12.790066	-3296.565437
73	0.034469	7500	-12.093251	-3308.658688
74	0.031250	7500	-11.454418	-3320.113107
75	0.028218	7500	-10.786452	-3330.899558
76	0.025370	7500	-10.145252	-3341.044811
77	0.022702	7500	-9.515298	-3350.560109
78	0.020209	7500	-8.890451	-3359.450560
79	0.017889	7500	-8.287249	-3367.737809
80	0.015736	7500	-7.698351	-3375.436160
81	0.013746	7500	-7.122912	-3382.559072
82	0.011916	7500	-6.559012	-3389.118084
83	0.010240	7500	-6.019073	-3395.137157
84	0.008714	7500	-5.486424	-3400.623581
85	0.007334	7500	-4.987658	-3405.611239
86	0.006093	7500	-4.497062	-3410.108301
87	0.004988	7500	-4.027653	-3414.135954
88	0.004013	7500	-3.569542	-3417.705496
89	0.003162	7500	-3.140078	-3420.845574
90	0.002430	7500	-2.743942	-3423.589516
91	0.001810	7500	-2.384176	-3425.973693
92	0.001296	7500	-2.076400	-3428.050093
93	0.000882	7500	-1.812481	-3429.862574
94	0.000559	7500	-1.594838	-3431.457411
95	0.000320	7500	-1.313985	-3432.771397
96	0.000156	7500	-0.973743	-3433.745139
97	0.000057	7500	-0.607747	-3434.352887
98	0.000010	7500	-0.287166	-3434.640053
99	0.000000	7500	-0.064168	-3434.704221
Log marginal likelihood:	-3434.704221
0	0.975187	7500	-84.459215	-84.459215
1	0.950747	7500	-83.180728	-167.639942
2	0.926679	7500	-81.954411	-249.594354
3	0.902980	7500	-80.764399	-330.358753
4	0.879648	7500	-79.471284	-409.830037
5	0.856682	7500	-78.414135	-488.244172
6	0.834079	7500	-77.065265	-565.309436
7	0.811838	7500	-75.775051	-641.084487
8	0.789957	7500	-74.638344	-715.722831
9	0.768433	7500	-73.419774	-789.142605
10	0.747266	7500	-72.187430	-861.330035
11	0.726452	7500	-70.990747	-932.320782
12	0.705989	7500	-69.827937	-1002.148718
13	0.685877	7500	-68.591546	-1070.740264
14	0.666112	7500	-67.436768	-1138.177032
15	0.646693	7500	-66.310364	-1204.487396
16	0.627618	7500	-65.161187	-1269.648583
17	0.608884	7500	-63.990288	-1333.638871
18	0.590490	7500	-62.776809	-1396.415681
19	0.572433	7500	-61.649327	-1458.065008
20	0.554712	7500	-60.516339	-1518.581346
21	0.537324	7500	-59.411680	-1577.993027
22	0.520268	7500	-58.267949	-1636.260976
23	0.503540	7500	-57.161298	-1693.422274
24	0.487139	7500	-56.041942	-1749.464215
25	0.471063	7500	-54.924071	-1804.388286
26	0.455310	7500	-53.837618	-1858.225904
27	0.439877	7500	-52.745408	-1910.971313
28	0.424762	7500	-51.656555	-1962.627867
29	0.409963	7500	-50.575699	-2013.203566
30	0.395478	7500	-49.503806	-2062.707372
31	0.381305	7500	-48.443541	-2111.150913
32	0.367440	7500	-47.391730	-2158.542643
33	0.353883	7500	-46.345571	-2204.888215
34	0.340630	7500	-45.299358	-2250.187572
35	0.327680	7500	-44.265269	-2294.452842
36	0.315030	7500	-43.245785	-2337.698626
37	0.302677	7500	-42.228400	-2379.927026
38	0.290619	7500	-41.216646	-2421.143672
39	0.278855	7500	-40.223285	-2461.366957
40	0.267381	7500	-39.232257	-2500.599213
41	0.256195	7500	-38.245957	-2538.845171
42	0.245294	7500	-37.273756	-2576.118927
43	0.234677	7500	-36.309703	-2612.428629
44	0.224340	7500	-35.351691	-2647.780320
45	0.214281	7500	-34.401408	-2682.181728
46	0.204498	7500	-33.462621	-2715.644349
47	0.194988	7500	-32.527771	-2748.172120
48	0.185749	7500	-31.606967	-2779.779087
49	0.176777	7500	-30.693496	-2810.472583
50	0.168070	7500	-29.784716	-2840.257298
51	0.159626	7500	-28.892278	-2869.149576
52	0.151441	7500	-28.007382	-2897.156958
53	0.143514	7500	-27.133821	-2924.290779
54	0.135841	7500	-26.263406	-2950.554185
55	0.128420	7500	-25.405981	-2975.960167
56	0.121247	7500	-24.580002	-3000.540169
57	0.114320	7500	-23.718410	-3024.258578
58	0.107637	7500	-22.886672	-3047.145250
59	0.101193	7500	-22.076274	-3069.221524
60	0.094986	7500	-21.265816	-3090.487340
61	0.089014	7500	-20.464266	-3110.951606
62	0.083273	7500	-19.683555	-3130.635161
63	0.077760	7500	-18.960150	-3149.595311
64	0.072472	7500	-18.239909	-3167.835220
65	0.067406	7500	-17.407274	-3185.242494
66	0.062558	7500	-16.878099	-3202.120593
67	0.057926	7500	-16.168736	-3218.289329
68	0.053506	7500	-15.502725	-3233.792053
69	0.049295	7500	-14.809677	-3248.601730
70	0.045289	7500	-14.127649	-3262.729379
71	0.041485	7500	-13.460258	-3276.189637
72	0.037880	7500	-12.749027	-3288.938664
73	0.034469	7500	-12.101357	-3301.040021
74	0.031250	7500	-11.454279	-3312.494299
75	0.028218	7500	-10.791613	-3323.285913
76	0.025370	7500	-10.137737	-3333.423650
77	0.022702	7500	-9.513649	-3342.937299
78	0.020209	7500	-8.894651	-3351.831950
79	0.017889	7500	-8.288624	-3360.120574
80	0.015736	7500	-7.689089	-3367.809663
81	0.013746	7500	-7.121774	-3374.931437
82	0.011916	7500	-6.560860	-3381.492298
83	0.010240	7500	-6.015596	-3387.507894
84	0.008714	7500	-5.491203	-3392.999097
85	0.007334	7500	-4.989812	-3397.988909
86	0.006093	7500	-4.493305	-3402.482213
87	0.004988	7500	-4.017077	-3406.499290
88	0.004013	7500	-3.577292	-3410.076582
89	0.003162	7500	-3.146018	-3413.222600
90	0.002430	7500	-2.747505	-3415.970104
91	0.001810	7500	-2.368793	-3418.338897
92	0.001296	7500	-2.070214	-3420.409111
93	0.000882	7500	-1.820711	-3422.229822
94	0.000559	7500	-1.597741	-3423.827564
95	0.000320	7500	-1.286342	-3425.113905
96	0.000156	7500	-0.982908	-3426.096813
97	0.000057	7500	-0.602463	-3426.699276
98	0.000010	7500	-0.287986	-3426.987261
99	0.000000	7500	-0.063556	-3427.050818
Log marginal likelihood:	-3427.050818
0	0.975187	7500	-84.568588	-84.568588
1	0.950747	7500	-83.329858	-167.898446
2	0.926679	7500	-82.035863	-249.934309
3	0.902980	7500	-80.780145	-330.714454
4	0.879648	7500	-79.549500	-410.263955
5	0.856682	7500	-78.408298	-488.672253
6	0.834079	7500	-77.053588	-565.725841
7	0.811838	7500	-75.880991	-641.606832
8	0.789957	7500	-74.707738	-716.314570
9	0.768433	7500	-73.548899	-789.863469
10	0.747266	7500	-72.351659	-862.215128
11	0.726452	7500	-71.189351	-933.404478
12	0.705989	7500	-70.024150	-1003.428628
13	0.685877	7500	-68.911846	-1072.340474
14	0.666112	7500	-67.621373	-1139.961847
15	0.646693	7500	-66.510291	-1206.472138
16	0.627618	7500	-65.312203	-1271.784341
17	0.608884	7500	-64.225055	-1336.009397
18	0.590490	7500	-63.060961	-1399.070358
19	0.572433	7500	-61.854448	-1460.924806
20	0.554712	7500	-60.749572	-1521.674378
21	0.537324	7500	-59.594042	-1581.268420
22	0.520268	7500	-58.464523	-1639.732943
23	0.503540	7500	-57.341913	-1697.074856
24	0.487139	7500	-56.214967	-1753.289823
25	0.471063	7500	-55.124292	-1808.414114
26	0.455310	7500	-54.024573	-1862.438687
27	0.439877	7500	-52.916734	-1915.355421
28	0.424762	7500	-51.837362	-1967.192783
29	0.409963	7500	-50.751787	-2017.944570
30	0.395478	7500	-49.669801	-2067.614371
31	0.381305	7500	-48.607884	-2116.222254
32	0.367440	7500	-47.549654	-2163.771909
33	0.353883	7500	-46.500664	-2210.272572
34	0.340630	7500	-45.456725	-2255.729297
35	0.327680	7500	-44.416012	-2300.145308
36	0.315030	7500	-43.387810	-2343.533119
37	0.302677	7500	-42.374463	-2385.907582
38	0.290619	7500	-41.362177	-2427.269759
39	0.278855	7500	-40.360236	-2467.629996
40	0.267381	7500	-39.363710	-2506.993706
41	0.256195	7500	-38.379665	-2545.373371
42	0.245294	7500	-37.400536	-2582.773907
43	0.234677	7500	-36.432442	-2619.206349
44	0.224340	7500	-35.468617	-2654.674966
45	0.214281	7500	-34.519807	-2689.194773
46	0.204498	7500	-33.574516	-2722.769289
47	0.194988	7500	-32.638789	-2755.408078
48	0.185749	7500	-31.714496	-2787.122574
49	0.176777	7500	-30.801522	-2817.924096
50	0.168070	7500	-29.952016	-2847.876111
51	0.159626	7500	-28.994137	-2876.870248
52	0.151441	7500	-28.102542	-2904.972790
53	0.143514	7500	-27.234372	-2932.207162
54	0.135841	7500	-26.349214	-2958.556376
55	0.128420	7500	-25.519166	-2984.075542
56	0.121247	7500	-24.648747	-3008.724289
57	0.114320	7500	-23.799661	-3032.523950
58	0.107637	7500	-22.999798	-3055.523747
59	0.101193	7500	-22.144541	-3077.668288
60	0.094986	7500	-21.333119	-3099.001407
61	0.089014	7500	-20.578499	-3119.579906
62	0.083273	7500	-19.841737	-3139.421643
63	0.077760	7500	-18.972593	-3158.394235
64	0.072472	7500	-18.276461	-3176.670697
65	0.067406	7500	-17.647564	-3194.318260
66	0.062558	7500	-16.887322	-3211.205582
67	0.057926	7500	-16.285390	-3227.490972
68	0.053506	7500	-15.599089	-3243.090061
69	0.049295	7500	-14.837788	-3257.927849
70	0.045289	7500	-14.195870	-3272.123719
71	0.041485	7500	-13.475460	-3285.599179
72	0.037880	7500	-12.812792	-3298.411971
73	0.034469	7500	-12.127133	-3310.539104
74	0.031250	7500	-11.455294	-3321.994398
75	0.028218	7500	-10.791866	-3332.786264
76	0.025370	7500	-10.154636	-3342.940900
77	0.022702	7500	-9.514881	-3352.455782
78	0.020209	7500	-8.890571	-3361.346352
79	0.017889	7500	-8.289043	-3369.635395
80	0.015736	7500	-7.696789	-3377.332185
81	0.013746	7500	-7.123972	-3384.456156
82	0.011916	7500	-6.566117	-3391.022273
83	0.010240	7500	-6.019486	-3397.041759
84	0.008714	7500	-5.491174	-3402.532933
85	0.007334	7500	-4.983855	-3407.516789
86	0.006093	7500	-4.497255	-3412.014044
87	0.004988	7500	-4.017406	-3416.031450
88	0.004013	7500	-3.570356	-3419.601806
89	0.003162	7500	-3.156778	-3422.758584
90	0.002430	7500	-2.753449	-3425.512033
91	0.001810	7500	-2.379836	-3427.891869
92	0.001296	7500	-2.099074	-3429.990943
93	0.000882	7500	-1.810992	-3431.801935
94	0.000559	7500	-1.603670	-3433.405605
95	0.000320	7500	-1.313830	-3434.719435
96	0.000156	7500	-0.951453	-3435.670888
97	0.000057	7500	-0.618896	-3436.289784
98	0.000010	7500	-0.298242	-3436.588026
99	0.000000	7500	-0.063667	-3436.651693
Log marginal likelihood:	-3436.651693
0	0.975187	7500	-85.396652	-85.396652
1	0.950747	7500	-84.027743	-169.424395
2	0.926679	7500	-82.941707	-252.366103
3	0.902980	7500	-81.753857	-334.119960
4	0.879648	7500	-80.443449	-414.563409
5	0.856682	7500	-79.211106	-493.774515
6	0.834079	7500	-77.876501	-571.651016
7	0.811838	7500	-76.624743	-648.275759
8	0.789957	7500	-75.495034	-723.770793
9	0.768433	7500	-74.259361	-798.030154
10	0.747266	7500	-73.035136	-871.065290
11	0.726452	7500	-71.804990	-942.870280
12	0.705989	7500	-70.602038	-1013.472318
13	0.685877	7500	-69.396617	-1082.868936
14	0.666112	7500	-68.198240	-1151.067175
15	0.646693	7500	-67.008949	-1218.076124
16	0.627618	7500	-65.819496	-1283.895620
17	0.608884	7500	-64.638924	-1348.534544
18	0.590490	7500	-63.475412	-1412.009955
19	0.572433	7500	-62.309378	-1474.319333
20	0.554712	7500	-61.153493	-1535.472826
21	0.537324	7500	-59.995787	-1595.468613
22	0.520268	7500	-58.851449	-1654.320062
23	0.503540	7500	-57.722330	-1712.042392
24	0.487139	7500	-56.601521	-1768.643913
25	0.471063	7500	-55.482821	-1824.126735
26	0.455310	7500	-54.366913	-1878.493648
27	0.439877	7500	-53.267745	-1931.761393
28	0.424762	7500	-52.169484	-1983.930877
29	0.409963	7500	-51.080712	-2035.011589
30	0.395478	7500	-49.996972	-2085.008562
31	0.381305	7500	-48.923038	-2133.931599
32	0.367440	7500	-47.860958	-2181.792557
33	0.353883	7500	-46.800961	-2228.593517
34	0.340630	7500	-45.748551	-2274.342068
35	0.327680	7500	-44.707539	-2319.049607
36	0.315030	7500	-43.672987	-2362.722594
37	0.302677	7500	-42.648530	-2405.371125
38	0.290619	7500	-41.629131	-2447.000256
39	0.278855	7500	-40.621833	-2487.622089
40	0.267381	7500	-39.618476	-2527.240565
41	0.256195	7500	-38.623250	-2565.863815
42	0.245294	7500	-37.641584	-2603.505399
43	0.234677	7500	-36.662484	-2640.167883
44	0.224340	7500	-35.698833	-2675.866716
45	0.214281	7500	-34.739890	-2710.606606
46	0.204498	7500	-33.791479	-2744.398085
47	0.194988	7500	-32.849010	-2777.247095
48	0.185749	7500	-31.915977	-2809.163072
49	0.176777	7500	-30.997368	-2840.160440
50	0.168070	7500	-30.080650	-2870.241091
51	0.159626	7500	-29.179692	-2899.420783
52	0.151441	7500	-28.278809	-2927.699591
53	0.143514	7500	-27.396908	-2955.096499
54	0.135841	7500	-26.523771	-2981.620270
55	0.128420	7500	-25.652995	-3007.273266
56	0.121247	7500	-24.797503	-3032.070769
57	0.114320	7500	-23.953457	-3056.024226
58	0.107637	7500	-23.116347	-3079.140573
59	0.101193	7500	-22.288195	-3101.428767
60	0.094986	7500	-21.542485	-3122.971253
61	0.089014	7500	-20.685706	-3143.656958
62	0.083273	7500	-19.898618	-3163.555576
63	0.077760	7500	-19.227868	-3182.783444
64	0.072472	7500	-18.408637	-3201.192082
65	0.067406	7500	-17.804514	-3218.996596
66	0.062558	7500	-17.004519	-3236.001115
67	0.057926	7500	-16.431924	-3252.433039
68	0.053506	7500	-15.596240	-3268.029278
69	0.049295	7500	-14.921431	-3282.950709
70	0.045289	7500	-14.232745	-3297.183453
71	0.041485	7500	-13.568598	-3310.752052
72	0.037880	7500	-12.828009	-3323.580060
73	0.034469	7500	-12.168130	-3335.748190
74	0.031250	7500	-11.504287	-3347.252477
75	0.028218	7500	-10.828984	-3358.081461
76	0.025370	7500	-10.185678	-3368.267139
77	0.022702	7500	-9.558102	-3377.825241
78	0.020209	7500	-8.933144	-3386.758386
79	0.017889	7500	-8.317706	-3395.076091
80	0.015736	7500	-7.722566	-3402.798658
81	0.013746	7500	-7.149107	-3409.947765
82	0.011916	7500	-6.585381	-3416.533146
83	0.010240	7500	-6.042397	-3422.575543
84	0.008714	7500	-5.516352	-3428.091895
85	0.007334	7500	-4.996094	-3433.087989
86	0.006093	7500	-4.509481	-3437.597470
87	0.004988	7500	-4.044937	-3441.642407
88	0.004013	7500	-3.584014	-3445.226421
89	0.003162	7500	-3.166143	-3448.392563
90	0.002430	7500	-2.762808	-3451.155371
91	0.001810	7500	-2.392912	-3453.548283
92	0.001296	7500	-2.087731	-3455.636013
93	0.000882	7500	-1.817826	-3457.453839
94	0.000559	7500	-1.587877	-3459.041716
95	0.000320	7500	-1.290781	-3460.332497
96	0.000156	7500	-0.966520	-3461.299017
97	0.000057	7500	-0.608206	-3461.907224
98	0.000010	7500	-0.294546	-3462.201770
99	0.000000	7500	-0.065012	-3462.266782
Log marginal likelihood:	-3462.266782
0	0.975187	7500	-85.776298	-85.776298
1	0.950747	7500	-84.492835	-170.269133
2	0.926679	7500	-83.204518	-253.473651
3	0.902980	7500	-81.931883	-335.405534
4	0.879648	7500	-80.674039	-416.079572
5	0.856682	7500	-79.402179	-495.481752
6	0.834079	7500	-78.201587	-573.683339
7	0.811838	7500	-76.925482	-650.608821
8	0.789957	7500	-75.685885	-726.294706
9	0.768433	7500	-74.472294	-800.767000
10	0.747266	7500	-73.274511	-874.041512
11	0.726452	7500	-72.036875	-946.078387
12	0.705989	7500	-70.829269	-1016.907656
13	0.685877	7500	-69.807229	-1086.714885
14	0.666112	7500	-68.526593	-1155.241478
15	0.646693	7500	-67.522646	-1222.764124
16	0.627618	7500	-66.235817	-1288.999941
17	0.608884	7500	-65.075109	-1354.075050
18	0.590490	7500	-63.911333	-1417.986382
19	0.572433	7500	-62.788386	-1480.774768
