Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
7	0.811838	7500	-73.632881	-622.883687
8	0.789957	7500	-72.634285	-695.517972
9	0.768433	7500	-71.311617	-766.829588
10	0.747266	7500	-70.307729	-837.137317
11	0.726452	7500	-69.245583	-906.382901
12	0.705989	7500	-68.199312	-974.582213
13	0.685877	7500	-66.862705	-1041.444918
14	0.666112	7500	-65.860035	-1107.304953
15	0.646693	7500	-64.733276	-1172.038230
16	0.627618	7500	-63.576789	-1235.615019
17	0.608884	7500	-62.343012	-1297.958031
18	0.590490	7500	-61.345249	-1359.303279
19	0.572433	7500	-60.205682	-1419.508961
20	0.554712	7500	-59.090399	-1478.599361
21	0.537324	7500	-57.969970	-1536.569331
22	0.520268	7500	-56.890841	-1593.460171
23	0.503540	7500	-55.788014	-1649.248185
24	0.487139	7500	-54.705073	-1703.953258
25	0.471063	7500	-53.584201	-1757.537459
26	0.455310	7500	-52.548338	-1810.085797
27	0.439877	7500	-51.471972	-1861.557769
28	0.424762	7500	-50.420915	-1911.978684
29	0.409963	7500	-49.365270	-1961.343954
30	0.395478	7500	-48.323165	-2009.667118
31	0.381305	7500	-47.279225	-2056.946343
32	0.367440	7500	-46.253508	-2103.199851
33	0.353883	7500	-45.229093	-2148.428945
34	0.340630	7500	-44.216254	-2192.645199
35	0.327680	7500	-43.208521	-2235.853720
36	0.315030	7500	-42.210031	-2278.063750
37	0.302677	7500	-41.217591	-2319.281341
38	0.290619	7500	-40.234106	-2359.515447
39	0.278855	7500	-39.254752	-2398.770199
40	0.267381	7500	-38.295447	-2437.065646
41	0.256195	7500	-37.332294	-2474.397940
42	0.245294	7500	-36.385374	-2510.783314
43	0.234677	7500	-35.439628	-2546.222942
44	0.224340	7500	-34.706106	-2580.929049
45	0.214281	7500	-33.736001	-2614.665050
46	0.204498	7500	-32.817348	-2647.482397
47	0.194988	7500	-31.912870	-2679.395267
48	0.185749	7500	-30.849917	-2710.245184
49	0.176777	7500	-29.958561	-2740.203745
50	0.168070	7500	-29.082238	-2769.285983
51	0.159626	7500	-28.202784	-2797.488767
52	0.151441	7500	-27.342857	-2824.831625
53	0.143514	7500	-26.822242	-2851.653866
54	0.135841	7500	-25.904944	-2877.558810
55	0.128420	7500	-25.031294	-2902.590105
56	0.121247	7500	-23.972509	-2926.562614
57	0.114320	7500	-23.477980	-2950.040593
58	0.107637	7500	-22.347049	-2972.387643
59	0.101193	7500	-21.863268	-2994.250911
60	0.094986	7500	-20.869910	-3015.120821
61	0.089014	7500	-20.125254	-3035.246075
62	0.083273	7500	-19.466262	-3054.712337
63	0.077760	7500	-18.906659	-3073.618997
64	0.072472	7500	-18.140260	-3091.759257
65	0.067406	7500	-17.355969	-3109.115226
66	0.062558	7500	-16.689068	-3125.804294
67	0.057926	7500	-15.987211	-3141.791504
68	0.053506	7500	-15.282304	-3157.073808
69	0.049295	7500	-14.581623	-3171.655431
70	0.045289	7500	-13.854084	-3185.509515
71	0.041485	7500	-13.168991	-3198.678506
72	0.037880	7500	-12.511187	-3211.189694
73	0.034469	7500	-11.840223	-3223.029916
74	0.031250	7500	-11.184214	-3234.214131
75	0.028218	7500	-10.564803	-3244.778934
76	0.025370	7500	-9.910704	-3254.689638
77	0.022702	7500	-9.297008	-3263.986646
78	0.020209	7500	-8.711248	-3272.697893
79	0.017889	7500	-8.151774	-3280.849667
80	0.015736	7500	-7.526028	-3288.375696
81	0.013746	7500	-7.000354	-3295.376050
82	0.011916	7500	-6.494270	-3301.870320
83	0.010240	7500	-5.949412	-3307.819732
84	0.008714	7500	-5.496748	-3313.316480
85	0.007334	7500	-5.024120	-3318.340601
86	0.006093	7500	-4.486569	-3322.827169
87	0.004988	7500	-4.153861	-3326.981031
88	0.004013	7500	-3.809491	-3330.790521
89	0.003162	7500	-3.321732	-3334.112253
90	0.002430	7500	-2.976698	-3337.088952
91	0.001810	7500	-2.601619	-3339.690571
92	0.001296	7500	-2.330495	-3342.021065
93	0.000882	7500	-1.981502	-3344.002568
94	0.000559	7500	-1.645325	-3345.647893
95	0.000320	7500	-1.350027	-3346.997920
96	0.000156	7500	-1.078694	-3348.076615
97	0.000057	7500	-0.750053	-3348.826668
98	0.000010	7500	-0.420132	-3349.246799
99	0.000000	7500	-0.153403	-3349.400202
Log marginal likelihood:	-3349.400202
0	0.975187	7500	-82.929803	-82.929803
1	0.950747	7500	-81.691632	-164.621436
2	0.926679	7500	-80.435343	-245.056778
3	0.902980	7500	-79.316142	-324.372920
4	0.879648	7500	-78.118665	-402.491586
5	0.856682	7500	-76.768140	-479.259726
6	0.834079	7500	-75.515885	-554.775611
7	0.811838	7500	-74.436474	-629.212085
8	0.789957	7500	-73.196401	-702.408485
9	0.768433	7500	-72.040557	-774.449042
10	0.747266	7500	-70.899458	-845.348500
11	0.726452	7500	-69.722414	-915.070915
12	0.705989	7500	-68.593815	-983.664729
13	0.685877	7500	-67.412186	-1051.076915
14	0.666112	7500	-66.260692	-1117.337608
15	0.646693	7500	-65.098805	-1182.436413
16	0.627618	7500	-63.939796	-1246.376208
17	0.608884	7500	-62.777426	-1309.153634
18	0.590490	7500	-61.651135	-1370.804770
19	0.572433	7500	-60.551916	-1431.356686
20	0.554712	7500	-59.427519	-1490.784205
21	0.537324	7500	-58.270642	-1549.054847
22	0.520268	7500	-57.204157	-1606.259004
23	0.503540	7500	-56.096697	-1662.355701
24	0.487139	7500	-55.004575	-1717.360276
25	0.471063	7500	-53.917131	-1771.277407
26	0.455310	7500	-52.827052	-1824.104460
27	0.439877	7500	-51.764694	-1875.869154
28	0.424762	7500	-50.694461	-1926.563615
29	0.409963	7500	-49.635532	-1976.199147
30	0.395478	7500	-48.586931	-2024.786079
31	0.381305	7500	-47.545431	-2072.331510
32	0.367440	7500	-46.505993	-2118.837502
33	0.353883	7500	-45.477112	-2164.314615
34	0.340630	7500	-44.456461	-2208.771075
35	0.327680	7500	-43.446925	-2252.218000
36	0.315030	7500	-42.437507	-2294.655507
37	0.302677	7500	-41.440850	-2336.096357
38	0.290619	7500	-40.454311	-2376.550668
39	0.278855	7500	-39.472447	-2416.023116
40	0.267381	7500	-38.500621	-2454.523736
41	0.256195	7500	-37.535518	-2492.059255
42	0.245294	7500	-36.581632	-2528.640887
43	0.234677	7500	-35.631187	-2564.272073
44	0.224340	7500	-34.690386	-2598.962459
45	0.214281	7500	-33.762846	-2632.725306
46	0.204498	7500	-32.838551	-2665.563857
47	0.194988	7500	-31.922990	-2697.486846
48	0.185749	7500	-31.019145	-2728.505992
49	0.176777	7500	-30.121013	-2758.627004
50	0.168070	7500	-29.235500	-2787.862504
51	0.159626	7500	-28.357784	-2816.220288
52	0.151441	7500	-27.483141	-2843.703429
53	0.143514	7500	-26.624376	-2870.327806
54	0.135841	7500	-25.773665	-2896.101471
55	0.128420	7500	-24.929713	-2921.031184
56	0.121247	7500	-24.237886	-2945.269070
57	0.114320	7500	-23.283598	-2968.552668
58	0.107637	7500	-22.465220	-2991.017888
59	0.101193	7500	-21.663185	-3012.681073
60	0.094986	7500	-20.969057	-3033.650130
61	0.089014	7500	-20.085619	-3053.735749
62	0.083273	7500	-19.372875	-3073.108624
63	0.077760	7500	-18.626901	-3091.735525
64	0.072472	7500	-18.014323	-3109.749847
65	0.067406	7500	-17.637383	-3127.387230
66	0.062558	7500	-16.885333	-3144.272563
67	0.057926	7500	-16.046280	-3160.318843
68	0.053506	7500	-15.364509	-3175.683352
69	0.049295	7500	-14.754557	-3190.437909
70	0.045289	7500	-14.016864	-3204.454773
71	0.041485	7500	-13.285021	-3217.739794
72	0.037880	7500	-12.634110	-3230.373904
73	0.034469	7500	-11.976478	-3242.350382
74	0.031250	7500	-11.318221	-3253.668603
75	0.028218	7500	-10.650241	-3264.318844
76	0.025370	7500	-10.035726	-3274.354570
77	0.022702	7500	-9.399647	-3283.754216
78	0.020209	7500	-8.825176	-3292.579392
79	0.017889	7500	-8.254134	-3300.833526
80	0.015736	7500	-7.691239	-3308.524765
81	0.013746	7500	-7.124247	-3315.649012
82	0.011916	7500	-6.564614	-3322.213627
83	0.010240	7500	-6.022267	-3328.235893
84	0.008714	7500	-5.511084	-3333.746978
85	0.007334	7500	-5.037754	-3338.784731
86	0.006093	7500	-4.558711	-3343.343443
87	0.004988	7500	-4.158941	-3347.502384
88	0.004013	7500	-3.800020	-3351.302403
89	0.003162	7500	-3.343354	-3354.645757
90	0.002430	7500	-3.001373	-3357.647131
91	0.001810	7500	-2.705393	-3360.352524
92	0.001296	7500	-2.309840	-3362.662364
93	0.000882	7500	-2.041310	-3364.703674
94	0.000559	7500	-1.681923	-3366.385597
95	0.000320	7500	-1.373640	-3367.759237
96	0.000156	7500	-1.121901	-3368.881138
97	0.000057	7500	-0.740943	-3369.622081
98	0.000010	7500	-0.414917	-3370.036998
99	0.000000	7500	-0.177131	-3370.214129
Log marginal likelihood:	-3370.214129
0	0.975187	7500	-83.935862	-83.935862
1	0.950747	7500	-82.627202	-166.563064
2	0.926679	7500	-81.430036	-247.993100
3	0.902980	7500	-80.154939	-328.148039
4	0.879648	7500	-78.882144	-407.030183
5	0.856682	7500	-77.655428	-484.685611
6	0.834079	7500	-76.435607	-561.121219
7	0.811838	7500	-75.249635	-636.370853
8	0.789957	7500	-74.003578	-710.374431
9	0.768433	7500	-72.853024	-783.227455
10	0.747266	7500	-71.641373	-854.868828
11	0.726452	7500	-70.479364	-925.348192
12	0.705989	7500	-69.330292	-994.678483
13	0.685877	7500	-68.166651	-1062.845134
14	0.666112	7500	-67.051214	-1129.896348
15	0.646693	7500	-65.999151	-1195.895499
16	0.627618	7500	-64.947827	-1260.843326
17	0.608884	7500	-63.576957	-1324.420282
18	0.590490	7500	-62.532483	-1386.952765
19	0.572433	7500	-61.453505	-1448.406270
20	0.554712	7500	-60.417961	-1508.824231
21	0.537324	7500	-59.295844	-1568.120075
22	0.520268	7500	-58.136438	-1626.256513
23	0.503540	7500	-56.959895	-1683.216408
24	0.487139	7500	-55.923716	-1739.140124
25	0.471063	7500	-54.842862	-1793.982985
26	0.455310	7500	-53.725739	-1847.708725
27	0.439877	7500	-52.612788	-1900.321513
28	0.424762	7500	-51.555840	-1951.877353
29	0.409963	7500	-50.480247	-2002.357600
30	0.395478	7500	-49.418376	-2051.775976
31	0.381305	7500	-48.339456	-2100.115431
32	0.367440	7500	-47.303800	-2147.419232
33	0.353883	7500	-46.249499	-2193.668731
34	0.340630	7500	-45.218700	-2238.887431
35	0.327680	7500	-44.194340	-2283.081771
36	0.315030	7500	-43.173710	-2326.255481
37	0.302677	7500	-42.160600	-2368.416081
38	0.290619	7500	-41.155345	-2409.571426
39	0.278855	7500	-40.156156	-2449.727582
40	0.267381	7500	-39.160837	-2488.888419
41	0.256195	7500	-38.183347	-2527.071766
42	0.245294	7500	-37.213690	-2564.285456
43	0.234677	7500	-36.246868	-2600.532324
44	0.224340	7500	-35.292175	-2635.824499
45	0.214281	7500	-34.339236	-2670.163735
46	0.204498	7500	-33.404072	-2703.567807
47	0.194988	7500	-32.476287	-2736.044094
48	0.185749	7500	-31.552976	-2767.597070
49	0.176777	7500	-30.639023	-2798.236093
50	0.168070	7500	-29.737472	-2827.973565
51	0.159626	7500	-28.852732	-2856.826297
52	0.151441	7500	-27.960428	-2884.786725
53	0.143514	7500	-27.089022	-2911.875746
54	0.135841	7500	-26.216693	-2938.092439
55	0.128420	7500	-25.462060	-2963.554498
56	0.121247	7500	-24.514800	-2988.069298
57	0.114320	7500	-23.677722	-3011.747020
58	0.107637	7500	-22.859262	-3034.606282
59	0.101193	7500	-22.125031	-3056.731313
60	0.094986	7500	-21.296230	-3078.027543
61	0.089014	7500	-20.815656	-3098.843199
62	0.083273	7500	-19.726608	-3118.569807
63	0.077760	7500	-19.012684	-3137.582491
64	0.072472	7500	-18.591687	-3156.174178
65	0.067406	7500	-17.914201	-3174.088379
66	0.062558	7500	-16.812352	-3190.900731
67	0.057926	7500	-16.302268	-3207.202999
68	0.053506	7500	-15.523127	-3222.726126
69	0.049295	7500	-14.946229	-3237.672355
70	0.045289	7500	-14.210646	-3251.883001
71	0.041485	7500	-13.528495	-3265.411496
72	0.037880	7500	-12.808073	-3278.219569
73	0.034469	7500	-12.138897	-3290.358465
74	0.031250	7500	-11.445658	-3301.804123
75	0.028218	7500	-10.815699	-3312.619823
76	0.025370	7500	-10.166527	-3322.786350
77	0.022702	7500	-9.515911	-3332.302260
78	0.020209	7500	-8.920710	-3341.222970
79	0.017889	7500	-8.339682	-3349.562652
80	0.015736	7500	-7.747909	-3357.310561
81	0.013746	7500	-7.199215	-3364.509776
82	0.011916	7500	-6.654413	-3371.164190
83	0.010240	7500	-6.125173	-3377.289363
84	0.008714	7500	-5.606512	-3382.895875
85	0.007334	7500	-5.157596	-3388.053470
86	0.006093	7500	-4.654248	-3392.707718
87	0.004988	7500	-4.234374	-3396.942092
88	0.004013	7500	-3.769718	-3400.711810
89	0.003162	7500	-3.415564	-3404.127374
90	0.002430	7500	-3.062018	-3407.189392
91	0.001810	7500	-2.722870	-3409.912262
92	0.001296	7500	-2.397877	-3412.310138
93	0.000882	7500	-2.058119	-3414.368257
94	0.000559	7500	-1.733384	-3416.101641
95	0.000320	7500	-1.362180	-3417.463821
96	0.000156	7500	-1.038306	-3418.502128
97	0.000057	7500	-0.827785	-3419.329913
98	0.000010	7500	-0.708624	-3420.038537
99	0.000000	7500	-0.107834	-3420.146372
Log marginal likelihood:	-3420.146372
0	0.975187	7500	-81.617108	-81.617108
1	0.950747	7500	-80.385701	-162.002809
2	0.926679	7500	-79.116132	-241.118941
3	0.902980	7500	-77.922298	-319.041240
4	0.879648	7500	-76.818412	-395.859652
5	0.856682	7500	-75.487079	-471.346731
6	0.834079	7500	-74.212651	-545.559382
7	0.811838	7500	-73.232211	-618.791592
8	0.789957	7500	-72.199932	-690.991525
9	0.768433	7500	-70.830584	-761.822109
10	0.747266	7500	-69.849682	-831.671791
11	0.726452	7500	-68.648261	-900.320052
12	0.705989	7500	-67.496994	-967.817047
13	0.685877	7500	-66.345760	-1034.162806
14	0.666112	7500	-65.185827	-1099.348633
15	0.646693	7500	-64.078965	-1163.427598
16	0.627618	7500	-62.915706	-1226.343304
17	0.608884	7500	-61.860004	-1288.203308
18	0.590490	7500	-60.732145	-1348.935453
19	0.572433	7500	-59.612445	-1408.547898
20	0.554712	7500	-58.527345	-1467.075243
21	0.537324	7500	-57.426182	-1524.501425
22	0.520268	7500	-56.333881	-1580.835306
23	0.503540	7500	-55.239778	-1636.075084
24	0.487139	7500	-54.172206	-1690.247290
25	0.471063	7500	-53.097627	-1743.344917
26	0.455310	7500	-52.037793	-1795.382709
27	0.439877	7500	-50.978767	-1846.361477
28	0.424762	7500	-49.925753	-1896.287229
29	0.409963	7500	-48.888396	-1945.175626
30	0.395478	7500	-47.848922	-1993.024547
31	0.381305	7500	-46.827743	-2039.852290
32	0.367440	7500	-45.804978	-2085.657268
33	0.353883	7500	-44.791151	-2130.448419
34	0.340630	7500	-43.788977	-2174.237396
35	0.327680	7500	-42.791351	-2217.028746
36	0.315030	7500	-41.802376	-2258.831123
37	0.302677	7500	-40.816119	-2299.647242
38	0.290619	7500	-39.842373	-2339.489615
39	0.278855	7500	-38.878340	-2378.367955
40	0.267381	7500	-37.925368	-2416.293322
41	0.256195	7500	-37.007085	-2453.300408
42	0.245294	7500	-36.026482	-2489.326890
43	0.234677	7500	-35.097348	-2524.424238
44	0.224340	7500	-34.166926	-2558.591164
45	0.214281	7500	-33.257369	-2591.848532
46	0.204498	7500	-32.347506	-2624.196039
47	0.194988	7500	-31.440520	-2655.636559
48	0.185749	7500	-30.553389	-2686.189948
49	0.176777	7500	-29.667953	-2715.857901
50	0.168070	7500	-28.792524	-2744.650425
51	0.159626	7500	-27.928836	-2772.579261
52	0.151441	7500	-27.074894	-2799.654155
53	0.143514	7500	-26.228385	-2825.882540
54	0.135841	7500	-25.391184	-2851.273724
55	0.128420	7500	-24.553097	-2875.826821
56	0.121247	7500	-23.739373	-2899.566194
57	0.114320	7500	-22.928353	-2922.494546
58	0.107637	7500	-22.131306	-2944.625852
59	0.101193	7500	-21.339572	-2965.965424
60	0.094986	7500	-20.558362	-2986.523786
61	0.089014	7500	-19.783695	-3006.307481
62	0.083273	7500	-19.023059	-3025.330541
63	0.077760	7500	-18.267778	-3043.598318
64	0.072472	7500	-17.824985	-3061.423303
65	0.067406	7500	-17.383422	-3078.806725
66	0.062558	7500	-16.629256	-3095.435981
67	0.057926	7500	-15.820482	-3111.256463
68	0.053506	7500	-15.194619	-3126.451081
69	0.049295	7500	-14.464778	-3140.915859
70	0.045289	7500	-13.793858	-3154.709717
71	0.041485	7500	-13.129342	-3167.839059
72	0.037880	7500	-12.466015	-3180.305074
73	0.034469	7500	-11.800396	-3192.105470
74	0.031250	7500	-11.125005	-3203.230476
75	0.028218	7500	-10.509836	-3213.740312
76	0.025370	7500	-9.870802	-3223.611113
77	0.022702	7500	-9.264930	-3232.876043
78	0.020209	7500	-8.673979	-3241.550022
79	0.017889	7500	-8.107968	-3249.657991
80	0.015736	7500	-7.538533	-3257.196524
81	0.013746	7500	-6.994606	-3264.191130
82	0.011916	7500	-6.429503	-3270.620633
83	0.010240	7500	-6.007865	-3276.628499
84	0.008714	7500	-5.515166	-3282.143665
85	0.007334	7500	-5.020399	-3287.164064
86	0.006093	7500	-4.527555	-3291.691619
87	0.004988	7500	-4.069933	-3295.761552
88	0.004013	7500	-3.759975	-3299.521527
89	0.003162	7500	-3.390632	-3302.912158
90	0.002430	7500	-2.928157	-3305.840315
91	0.001810	7500	-2.653077	-3308.493392
92	0.001296	7500	-2.307614	-3310.801006
93	0.000882	7500	-2.000963	-3312.801969
94	0.000559	7500	-1.682696	-3314.484665
95	0.000320	7500	-1.359147	-3315.843812
96	0.000156	7500	-1.138106	-3316.981918
97	0.000057	7500	-0.808112	-3317.790030
98	0.000010	7500	-0.475559	-3318.265589
99	0.000000	7500	-0.145892	-3318.411481
Log marginal likelihood:	-3318.411481
0	0.975187	7500	-83.699132	-83.699132
1	0.950747	7500	-82.441224	-166.140355
2	0.926679	7500	-81.236445	-247.376800
3	0.902980	7500	-80.072437	-327.449237
4	0.879648	7500	-78.807473	-406.256709
5	0.856682	7500	-77.572016	-483.828725
6	0.834079	7500	-76.251921	-560.080646
7	0.811838	7500	-75.031635	-635.112281
8	0.789957	7500	-73.814853	-708.927134
9	0.768433	7500	-72.615703	-781.542838
10	0.747266	7500	-71.418387	-852.961225
11	0.726452	7500	-70.222950	-923.184175
12	0.705989	7500	-69.054436	-992.238611
13	0.685877	7500	-67.891838	-1060.130448
14	0.666112	7500	-66.692369	-1126.822817
15	0.646693	7500	-65.536247	-1192.359064
16	0.627618	7500	-64.380084	-1256.739148
17	0.608884	7500	-63.265692	-1320.004840
18	0.590490	7500	-62.176537	-1382.181378
19	0.572433	7500	-61.027978	-1443.209355
20	0.554712	7500	-60.290634	-1503.499989
21	0.537324	7500	-59.035338	-1562.535327
22	0.520268	7500	-57.970141	-1620.505468
23	0.503540	7500	-56.773757	-1677.279225
24	0.487139	7500	-55.800504	-1733.079729
25	0.471063	7500	-54.709675	-1787.789405
26	0.455310	7500	-53.778463	-1841.567868
27	0.439877	7500	-52.651708	-1894.219575
28	0.424762	7500	-51.581267	-1945.800843
29	0.409963	7500	-50.334180	-1996.135022
30	0.395478	7500	-49.293255	-2045.428278
31	0.381305	7500	-48.400976	-2093.829254
32	0.367440	7500	-47.339443	-2141.168697
33	0.353883	7500	-46.309403	-2187.478100
34	0.340630	7500	-45.271323	-2232.749423
35	0.327680	7500	-44.237782	-2276.987205
36	0.315030	7500	-43.218627	-2320.205832
37	0.302677	7500	-42.198123	-2362.403955
38	0.290619	7500	-41.287644	-2403.691599
39	0.278855	7500	-40.286938	-2443.978537
40	0.267381	7500	-39.279717	-2483.258254
41	0.256195	7500	-38.319626	-2521.577880
42	0.245294	7500	-37.345763	-2558.923643
43	0.234677	7500	-36.367038	-2595.290681
44	0.224340	7500	-35.408135	-2630.698816
45	0.214281	7500	-34.465501	-2665.164317
46	0.204498	7500	-33.513656	-2698.677973
47	0.194988	7500	-32.582318	-2731.260292
48	0.185749	7500	-31.649789	-2762.910081
49	0.176777	7500	-30.742003	-2793.652084
50	0.168070	7500	-29.830730	-2823.482814
51	0.159626	7500	-28.951149	-2852.433963
52	0.151441	7500	-28.041346	-2880.475308
53	0.143514	7500	-27.116678	-2907.591986
54	0.135841	7500	-26.261796	-2933.853782
55	0.128420	7500	-25.439379	-2959.293161
56	0.121247	7500	-24.599330	-2983.892490
57	0.114320	7500	-23.754973	-3007.647463
58	0.107637	7500	-22.915528	-3030.562991
59	0.101193	7500	-22.107353	-3052.670344
60	0.094986	7500	-21.297423	-3073.967767
61	0.089014	7500	-20.506877	-3094.474643
62	0.083273	7500	-19.902912	-3114.377556
63	0.077760	7500	-19.286360	-3133.663916
64	0.072472	7500	-18.450129	-3152.114045
65	0.067406	7500	-17.721343	-3169.835388
66	0.062558	7500	-17.020680	-3186.856068
67	0.057926	7500	-16.176856	-3203.032924
68	0.053506	7500	-15.497043	-3218.529966
69	0.049295	7500	-14.939475	-3233.469442
70	0.045289	7500	-14.205636	-3247.675078
71	0.041485	7500	-13.529885	-3261.204962
72	0.037880	7500	-12.828497	-3274.033459
73	0.034469	7500	-12.143360	-3286.176820
74	0.031250	7500	-11.456228	-3297.633048
75	0.028218	7500	-10.825898	-3308.458946
76	0.025370	7500	-10.166897	-3318.625842
77	0.022702	7500	-9.576898	-3328.202741
78	0.020209	7500	-8.943184	-3337.145925
79	0.017889	7500	-8.336518	-3345.482443
80	0.015736	7500	-7.739175	-3353.221618
81	0.013746	7500	-7.210385	-3360.432002
82	0.011916	7500	-6.625689	-3367.057691
83	0.010240	7500	-6.083983	-3373.141674
84	0.008714	7500	-5.577891	-3378.719565
85	0.007334	7500	-5.134252	-3383.853817
86	0.006093	7500	-4.666586	-3388.520403
87	0.004988	7500	-4.250213	-3392.770616
88	0.004013	7500	-3.795684	-3396.566300
89	0.003162	7500	-3.434487	-3400.000787
90	0.002430	7500	-3.030247	-3403.031034
91	0.001810	7500	-2.706391	-3405.737425
92	0.001296	7500	-2.372343	-3408.109768
93	0.000882	7500	-2.057756	-3410.167524
94	0.000559	7500	-1.823970	-3411.991494
95	0.000320	7500	-1.374788	-3413.366282
96	0.000156	7500	-1.050568	-3414.416850
97	0.000057	7500	-0.739824	-3415.156674
98	0.000010	7500	-0.447943	-3415.604617
99	0.000000	7500	-0.145045	-3415.749661
Log marginal likelihood:	-3415.749661
0	0.975187	7500	-83.173654	-83.173654
1	0.950747	7500	-81.917313	-165.090967
2	0.926679	7500	-80.677220	-245.768187
3	0.902980	7500	-79.469943	-325.238130
4	0.879648	7500	-78.206785	-403.444915
5	0.856682	7500	-76.983788	-480.428703
6	0.834079	7500	-75.769217	-556.197919
7	0.811838	7500	-74.566276	-630.764196
8	0.789957	7500	-73.353290	-704.117486
9	0.768433	7500	-72.303290	-776.420777
10	0.747266	7500	-71.067589	-847.488365
11	0.726452	7500	-70.099242	-917.587608
12	0.705989	7500	-68.993715	-986.581322
13	0.685877	7500	-67.696041	-1054.277363
14	0.666112	7500	-66.708911	-1120.986274
15	0.646693	7500	-65.470850	-1186.457123
16	0.627618	7500	-64.271206	-1250.728330
17	0.608884	7500	-63.131822	-1313.860152
18	0.590490	7500	-61.900548	-1375.760700
19	0.572433	7500	-61.004083	-1436.764784
20	0.554712	7500	-59.757366	-1496.522150
21	0.537324	7500	-58.676533	-1555.198683
22	0.520268	7500	-57.619833	-1612.818516
23	0.503540	7500	-56.441868	-1669.260384
24	0.487139	7500	-55.380941	-1724.641325
25	0.471063	7500	-54.192536	-1778.833860
26	0.455310	7500	-53.097371	-1831.931231
27	0.439877	7500	-52.051143	-1883.982374
28	0.424762	7500	-51.117301	-1935.099675
29	0.409963	7500	-50.059802	-1985.159478
30	0.395478	7500	-49.019300	-2034.178777
31	0.381305	7500	-47.960946	-2082.139723
32	0.367440	7500	-46.852498	-2128.992221
33	0.353883	7500	-45.873964	-2174.866185
34	0.340630	7500	-44.847707	-2219.713892
35	0.327680	7500	-43.832366	-2263.546258
36	0.315030	7500	-42.813541	-2306.359799
37	0.302677	7500	-41.813673	-2348.173472
38	0.290619	7500	-40.807300	-2388.980772
39	0.278855	7500	-39.824084	-2428.804856
40	0.267381	7500	-38.841649	-2467.646505
41	0.256195	7500	-37.871125	-2505.517629
42	0.245294	7500	-36.904894	-2542.422524
43	0.234677	7500	-35.949806	-2578.372330
44	0.224340	7500	-35.000831	-2613.373161
45	0.214281	7500	-34.064368	-2647.437530
46	0.204498	7500	-33.131510	-2680.569040
47	0.194988	7500	-32.211724	-2712.780764
48	0.185749	7500	-31.293795	-2744.074560
49	0.176777	7500	-30.391825	-2774.466385
50	0.168070	7500	-29.495433	-2803.961818
51	0.159626	7500	-28.605610	-2832.567429
52	0.151441	7500	-27.728364	-2860.295793
53	0.143514	7500	-26.863821	-2887.159614
54	0.135841	7500	-26.006211	-2913.165825
55	0.128420	7500	-25.153765	-2938.319590
56	0.121247	7500	-24.319146	-2962.638736
57	0.114320	7500	-23.486658	-2986.125394
58	0.107637	7500	-22.670957	-3008.796350
59	0.101193	7500	-21.855354	-3030.651704
60	0.094986	7500	-21.111538	-3051.763243
61	0.089014	7500	-20.264133	-3072.027376
62	0.083273	7500	-19.597788	-3091.625163
63	0.077760	7500	-18.811749	-3110.436912
64	0.072472	7500	-18.124903	-3128.561815
65	0.067406	7500	-17.566681	-3146.128496
66	0.062558	7500	-16.993626	-3163.122122
67	0.057926	7500	-16.251671	-3179.373794
68	0.053506	7500	-15.581591	-3194.955385
69	0.049295	7500	-14.860775	-3209.816160
70	0.045289	7500	-14.133617	-3223.949777
71	0.041485	7500	-13.429551	-3237.379328
72	0.037880	7500	-12.742562	-3250.121890
73	0.034469	7500	-12.079452	-3262.201343
74	0.031250	7500	-11.384663	-3273.586006
75	0.028218	7500	-10.730873	-3284.316879
76	0.025370	7500	-10.111398	-3294.428277
77	0.022702	7500	-9.488662	-3303.916940
78	0.020209	7500	-8.888209	-3312.805149
79	0.017889	7500	-8.308784	-3321.113933
80	0.015736	7500	-7.728646	-3328.842579
81	0.013746	7500	-7.125358	-3335.967936
82	0.011916	7500	-6.589460	-3342.557397
83	0.010240	7500	-6.060069	-3348.617466
84	0.008714	7500	-5.594372	-3354.211837
85	0.007334	7500	-5.115003	-3359.326840
86	0.006093	7500	-4.586877	-3363.913717
87	0.004988	7500	-4.250425	-3368.164142
88	0.004013	7500	-3.869103	-3372.033245
89	0.003162	7500	-3.395256	-3375.428501
90	0.002430	7500	-3.031023	-3378.459524
91	0.001810	7500	-2.695943	-3381.155467
92	0.001296	7500	-2.363930	-3383.519397
93	0.000882	7500	-2.003515	-3385.522911
94	0.000559	7500	-1.800870	-3387.323781
95	0.000320	7500	-1.425551	-3388.749332
96	0.000156	7500	-1.083181	-3389.832513
97	0.000057	7500	-0.750504	-3390.583017
98	0.000010	7500	-0.504316	-3391.087333
99	0.000000	7500	-0.131336	-3391.218669
Log marginal likelihood:	-3391.218669
0	0.975187	7500	-82.496929	-82.496929
1	0.950747	7500	-81.257325	-163.754254
2	0.926679	7500	-80.066197	-243.820451
3	0.902980	7500	-78.810381	-322.630832
4	0.879648	7500	-77.676356	-400.307189
5	0.856682	7500	-76.407155	-476.714344
6	0.834079	7500	-75.385783	-552.100127
7	0.811838	7500	-74.230590	-626.330716
8	0.789957	7500	-73.058209	-699.388926
9	0.768433	7500	-71.927266	-771.316192
