Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
36	0.315030	7500	-41.909325	-2265.734713
37	0.302677	7500	-40.929887	-2306.664600
38	0.290619	7500	-39.955066	-2346.619665
39	0.278855	7500	-38.985836	-2385.605502
40	0.267381	7500	-38.026181	-2423.631682
41	0.256195	7500	-37.073685	-2460.705368
42	0.245294	7500	-36.126461	-2496.831829
43	0.234677	7500	-35.192092	-2532.023921
44	0.224340	7500	-34.269471	-2566.293392
45	0.214281	7500	-33.344201	-2599.637593
46	0.204498	7500	-32.432561	-2632.070154
47	0.194988	7500	-31.532617	-2663.602771
48	0.185749	7500	-30.634539	-2694.237310
49	0.176777	7500	-29.747993	-2723.985303
50	0.168070	7500	-28.875241	-2752.860544
51	0.159626	7500	-28.002186	-2780.862730
52	0.151441	7500	-27.144835	-2808.007565
53	0.143514	7500	-26.371496	-2834.379061
54	0.135841	7500	-25.456061	-2859.835123
55	0.128420	7500	-24.658920	-2884.494043
56	0.121247	7500	-23.801170	-2908.295213
57	0.114320	7500	-22.989154	-2931.284366
58	0.107637	7500	-22.233180	-2953.517547
59	0.101193	7500	-21.393172	-2974.910719
60	0.094986	7500	-20.690799	-2995.601518
61	0.089014	7500	-19.871382	-3015.472900
62	0.083273	7500	-19.152034	-3034.624934
63	0.077760	7500	-18.433885	-3053.058819
64	0.072472	7500	-17.676310	-3070.735129
65	0.067406	7500	-17.044326	-3087.779454
66	0.062558	7500	-16.257036	-3104.036491
67	0.057926	7500	-15.724513	-3119.761004
68	0.053506	7500	-15.059043	-3134.820047
69	0.049295	7500	-14.357406	-3149.177452
70	0.045289	7500	-13.658590	-3162.836043
71	0.041485	7500	-13.008253	-3175.844296
72	0.037880	7500	-12.356375	-3188.200671
73	0.034469	7500	-11.677674	-3199.878346
74	0.031250	7500	-11.050157	-3210.928502
75	0.028218	7500	-10.406841	-3221.335344
76	0.025370	7500	-9.785802	-3231.121145
77	0.022702	7500	-9.169511	-3240.290656
78	0.020209	7500	-8.585403	-3248.876059
79	0.017889	7500	-7.991054	-3256.867113
80	0.015736	7500	-7.428107	-3264.295220
81	0.013746	7500	-6.866538	-3271.161757
82	0.011916	7500	-6.330673	-3277.492430
83	0.010240	7500	-5.807886	-3283.300316
84	0.008714	7500	-5.298897	-3288.599213
85	0.007334	7500	-4.808578	-3293.407791
86	0.006093	7500	-4.332920	-3297.740711
87	0.004988	7500	-3.883678	-3301.624389
88	0.004013	7500	-3.449937	-3305.074326
89	0.003162	7500	-3.034032	-3308.108358
90	0.002430	7500	-2.653610	-3310.761968
91	0.001810	7500	-2.317227	-3313.079196
92	0.001296	7500	-2.012808	-3315.092004
93	0.000882	7500	-1.772973	-3316.864977
94	0.000559	7500	-1.586733	-3318.451710
95	0.000320	7500	-1.269761	-3319.721472
96	0.000156	7500	-0.977565	-3320.699037
97	0.000057	7500	-0.613849	-3321.312886
98	0.000010	7500	-0.291038	-3321.603924
99	0.000000	7500	-0.063189	-3321.667112
Log marginal likelihood:	-3321.667112
0	0.975187	7500	-85.211093	-85.211093
1	0.950747	7500	-83.865526	-169.076619
2	0.926679	7500	-82.714008	-251.790627
3	0.902980	7500	-81.407320	-333.197947
4	0.879648	7500	-80.171540	-413.369487
5	0.856682	7500	-78.865900	-492.235388
6	0.834079	7500	-77.616426	-569.851813
7	0.811838	7500	-76.438160	-646.289973
8	0.789957	7500	-75.183941	-721.473914
9	0.768433	7500	-73.995529	-795.469443
10	0.747266	7500	-72.738295	-868.207738
11	0.726452	7500	-71.575865	-939.783603
12	0.705989	7500	-70.350310	-1010.133913
13	0.685877	7500	-69.149930	-1079.283843
14	0.666112	7500	-67.929543	-1147.213386
15	0.646693	7500	-66.782032	-1213.995418
16	0.627618	7500	-65.605612	-1279.601030
17	0.608884	7500	-64.422272	-1344.023302
18	0.590490	7500	-63.251698	-1407.275000
19	0.572433	7500	-62.084571	-1469.359571
20	0.554712	7500	-60.951098	-1530.310669
21	0.537324	7500	-59.808292	-1590.118962
22	0.520268	7500	-58.671534	-1648.790496
23	0.503540	7500	-57.538722	-1706.329219
24	0.487139	7500	-56.407629	-1762.736847
25	0.471063	7500	-55.297854	-1818.034701
26	0.455310	7500	-54.180992	-1872.215693
27	0.439877	7500	-53.090361	-1925.306054
28	0.424762	7500	-51.996944	-1977.302998
29	0.409963	7500	-50.908348	-2028.211346
30	0.395478	7500	-49.824923	-2078.036269
31	0.381305	7500	-48.761721	-2126.797990
32	0.367440	7500	-47.698936	-2174.496926
33	0.353883	7500	-46.645846	-2221.142772
34	0.340630	7500	-45.600407	-2266.743179
35	0.327680	7500	-44.564396	-2311.307575
36	0.315030	7500	-43.532713	-2354.840288
37	0.302677	7500	-42.507992	-2397.348280
38	0.290619	7500	-41.493450	-2438.841730
39	0.278855	7500	-40.485667	-2479.327397
40	0.267381	7500	-39.488850	-2518.816247
41	0.256195	7500	-38.498671	-2557.314918
42	0.245294	7500	-37.517894	-2594.832811
43	0.234677	7500	-36.547503	-2631.380314
44	0.224340	7500	-35.582402	-2666.962716
45	0.214281	7500	-34.627507	-2701.590224
46	0.204498	7500	-33.689534	-2735.279757
47	0.194988	7500	-32.744962	-2768.024719
48	0.185749	7500	-31.814850	-2799.839569
49	0.176777	7500	-30.897649	-2830.737219
50	0.168070	7500	-29.985931	-2860.723150
51	0.159626	7500	-29.086108	-2889.809259
52	0.151441	7500	-28.191820	-2918.001079
53	0.143514	7500	-27.308139	-2945.309219
54	0.135841	7500	-26.434637	-2971.743856
55	0.128420	7500	-25.603291	-2997.347146
56	0.121247	7500	-24.717208	-3022.064354
57	0.114320	7500	-23.877641	-3045.941996
58	0.107637	7500	-23.040312	-3068.982307
59	0.101193	7500	-22.235338	-3091.217645
60	0.094986	7500	-21.396744	-3112.614389
61	0.089014	7500	-20.611263	-3133.225652
62	0.083273	7500	-19.886030	-3153.111682
63	0.077760	7500	-19.047666	-3172.159348
64	0.072472	7500	-18.371237	-3190.530585
65	0.067406	7500	-17.700273	-3208.230858
66	0.062558	7500	-16.901668	-3225.132526
67	0.057926	7500	-16.210769	-3241.343295
68	0.053506	7500	-15.610456	-3256.953751
69	0.049295	7500	-14.805713	-3271.759465
70	0.045289	7500	-14.233404	-3285.992869
71	0.041485	7500	-13.533217	-3299.526086
72	0.037880	7500	-12.824081	-3312.350166
73	0.034469	7500	-12.156197	-3324.506363
74	0.031250	7500	-11.474705	-3335.981068
75	0.028218	7500	-10.820865	-3346.801934
76	0.025370	7500	-10.172563	-3356.974497
77	0.022702	7500	-9.532953	-3366.507450
78	0.020209	7500	-8.912892	-3375.420342
79	0.017889	7500	-8.303866	-3383.724208
80	0.015736	7500	-7.712045	-3391.436253
81	0.013746	7500	-7.137398	-3398.573650
82	0.011916	7500	-6.579074	-3405.152724
83	0.010240	7500	-6.023325	-3411.176050
84	0.008714	7500	-5.503793	-3416.679843
85	0.007334	7500	-4.987492	-3421.667335
86	0.006093	7500	-4.502290	-3426.169625
87	0.004988	7500	-4.024604	-3430.194229
88	0.004013	7500	-3.590079	-3433.784308
89	0.003162	7500	-3.159740	-3436.944049
90	0.002430	7500	-2.775695	-3439.719744
91	0.001810	7500	-2.388360	-3442.108103
92	0.001296	7500	-2.074849	-3444.182952
93	0.000882	7500	-1.817776	-3446.000728
94	0.000559	7500	-1.631929	-3447.632656
95	0.000320	7500	-1.330569	-3448.963225
96	0.000156	7500	-0.978415	-3449.941640
97	0.000057	7500	-0.617153	-3450.558793
98	0.000010	7500	-0.299038	-3450.857831
99	0.000000	7500	-0.064695	-3450.922526
Log marginal likelihood:	-3450.922526
0	0.975187	7500	-83.015901	-83.015901
1	0.950747	7500	-81.864637	-164.880537
2	0.926679	7500	-80.597921	-245.478458
3	0.902980	7500	-79.437718	-324.916176
4	0.879648	7500	-78.257685	-403.173862
5	0.856682	7500	-76.904889	-480.078751
6	0.834079	7500	-75.750402	-555.829153
7	0.811838	7500	-74.583162	-630.412315
8	0.789957	7500	-73.357163	-703.769478
9	0.768433	7500	-72.185136	-775.954614
10	0.747266	7500	-70.990168	-846.944783
11	0.726452	7500	-69.806317	-916.751099
12	0.705989	7500	-68.646294	-985.397393
13	0.685877	7500	-67.471205	-1052.868598
14	0.666112	7500	-66.292230	-1119.160828
15	0.646693	7500	-65.135511	-1184.296340
16	0.627618	7500	-63.991041	-1248.287380
17	0.608884	7500	-62.852123	-1311.139503
18	0.590490	7500	-61.709678	-1372.849181
19	0.572433	7500	-60.578904	-1433.428085
20	0.554712	7500	-59.463190	-1492.891276
21	0.537324	7500	-58.339222	-1551.230498
22	0.520268	7500	-57.226987	-1608.457485
23	0.503540	7500	-56.127381	-1664.584866
24	0.487139	7500	-55.029075	-1719.613940
25	0.471063	7500	-53.943895	-1773.557836
26	0.455310	7500	-52.847095	-1826.404931
27	0.439877	7500	-51.780460	-1878.185391
28	0.424762	7500	-50.724492	-1928.909883
29	0.409963	7500	-49.665932	-1978.575814
30	0.395478	7500	-48.613099	-2027.188913
31	0.381305	7500	-47.568731	-2074.757644
32	0.367440	7500	-46.528476	-2121.286120
33	0.353883	7500	-45.504485	-2166.790606
34	0.340630	7500	-44.480326	-2211.270932
35	0.327680	7500	-43.465541	-2254.736473
36	0.315030	7500	-42.463717	-2297.200189
37	0.302677	7500	-41.460360	-2338.660549
38	0.290619	7500	-40.474598	-2379.135147
39	0.278855	7500	-39.495051	-2418.630198
40	0.267381	7500	-38.520160	-2457.150358
41	0.256195	7500	-37.553402	-2494.703760
42	0.245294	7500	-36.598236	-2531.301996
43	0.234677	7500	-35.648480	-2566.950476
44	0.224340	7500	-34.709032	-2601.659508
45	0.214281	7500	-33.774394	-2635.433902
46	0.204498	7500	-32.853253	-2668.287155
47	0.194988	7500	-31.981332	-2700.268487
48	0.185749	7500	-31.149080	-2731.417567
49	0.176777	7500	-30.142170	-2761.559737
50	0.168070	7500	-29.249973	-2790.809710
51	0.159626	7500	-28.372175	-2819.181885
52	0.151441	7500	-27.497539	-2846.679425
53	0.143514	7500	-26.640287	-2873.319712
54	0.135841	7500	-25.785904	-2899.105616
55	0.128420	7500	-24.947224	-2924.052840
56	0.121247	7500	-24.113826	-2948.166666
57	0.114320	7500	-23.312747	-2971.479413
58	0.107637	7500	-22.515156	-2993.994569
59	0.101193	7500	-21.692054	-3015.686623
60	0.094986	7500	-20.891099	-3036.577722
61	0.089014	7500	-20.170775	-3056.748497
62	0.083273	7500	-19.456212	-3076.204709
63	0.077760	7500	-18.777664	-3094.982373
64	0.072472	7500	-17.959098	-3112.941471
65	0.067406	7500	-17.249786	-3130.191257
66	0.062558	7500	-16.621555	-3146.812811
67	0.057926	7500	-15.855422	-3162.668233
68	0.053506	7500	-15.204421	-3177.872655
69	0.049295	7500	-14.547621	-3192.420275
70	0.045289	7500	-13.855027	-3206.275302
71	0.041485	7500	-13.179477	-3219.454779
72	0.037880	7500	-12.487261	-3231.942040
73	0.034469	7500	-11.811884	-3243.753924
74	0.031250	7500	-11.172245	-3254.926169
75	0.028218	7500	-10.524618	-3265.450787
76	0.025370	7500	-9.896986	-3275.347773
77	0.022702	7500	-9.274078	-3284.621851
78	0.020209	7500	-8.671839	-3293.293691
79	0.017889	7500	-8.078567	-3301.372258
80	0.015736	7500	-7.500038	-3308.872296
81	0.013746	7500	-6.944191	-3315.816487
82	0.011916	7500	-6.403883	-3322.220370
83	0.010240	7500	-5.868469	-3328.088839
84	0.008714	7500	-5.350058	-3333.438897
85	0.007334	7500	-4.865110	-3338.304008
86	0.006093	7500	-4.382388	-3342.686396
87	0.004988	7500	-3.928855	-3346.615251
88	0.004013	7500	-3.485513	-3350.100765
89	0.003162	7500	-3.069805	-3353.170570
90	0.002430	7500	-2.682567	-3355.853137
91	0.001810	7500	-2.311534	-3358.164671
92	0.001296	7500	-2.024711	-3360.189382
93	0.000882	7500	-1.778179	-3361.967561
94	0.000559	7500	-1.564459	-3363.532020
95	0.000320	7500	-1.264222	-3364.796242
96	0.000156	7500	-0.954591	-3365.750833
97	0.000057	7500	-0.605477	-3366.356310
98	0.000010	7500	-0.286115	-3366.642425
99	0.000000	7500	-0.062251	-3366.704675
Log marginal likelihood:	-3366.704675
0	0.975187	7500	-82.337805	-82.337805
1	0.950747	7500	-81.113169	-163.450973
2	0.926679	7500	-79.889726	-243.340699
3	0.902980	7500	-78.648443	-321.989143
4	0.879648	7500	-77.438896	-399.428039
5	0.856682	7500	-76.229847	-475.657886
6	0.834079	7500	-75.026110	-550.683996
7	0.811838	7500	-73.836163	-624.520159
8	0.789957	7500	-72.629809	-697.149968
9	0.768433	7500	-71.446317	-768.596285
10	0.747266	7500	-70.266503	-838.862788
11	0.726452	7500	-69.101137	-907.963925
12	0.705989	7500	-67.933258	-975.897183
13	0.685877	7500	-66.765807	-1042.662989
14	0.666112	7500	-65.617053	-1108.280043
15	0.646693	7500	-64.472601	-1172.752644
16	0.627618	7500	-63.330419	-1236.083063
17	0.608884	7500	-62.197243	-1298.280306
18	0.590490	7500	-61.065195	-1359.345501
19	0.572433	7500	-59.952640	-1419.298141
20	0.554712	7500	-58.843064	-1478.141205
21	0.537324	7500	-57.733644	-1535.874849
22	0.520268	7500	-56.636861	-1592.511710
23	0.503540	7500	-55.542703	-1648.054413
24	0.487139	7500	-54.455096	-1702.509509
25	0.471063	7500	-53.381410	-1755.890919
26	0.455310	7500	-52.311114	-1808.202033
27	0.439877	7500	-51.250350	-1859.452382
28	0.424762	7500	-50.194823	-1909.647206
29	0.409963	7500	-49.146064	-1958.793269
30	0.395478	7500	-48.107206	-2006.900475
31	0.381305	7500	-47.072362	-2053.972837
32	0.367440	7500	-46.048695	-2100.021532
33	0.353883	7500	-45.028635	-2145.050167
34	0.340630	7500	-44.018902	-2189.069068
35	0.327680	7500	-43.015247	-2232.084315
36	0.315030	7500	-42.020812	-2274.105127
37	0.302677	7500	-41.034486	-2315.139613
38	0.290619	7500	-40.053096	-2355.192709
39	0.278855	7500	-39.084158	-2394.276867
40	0.267381	7500	-38.115840	-2432.392707
41	0.256195	7500	-37.164686	-2469.557392
42	0.245294	7500	-36.219148	-2505.776540
43	0.234677	7500	-35.279840	-2541.056380
44	0.224340	7500	-34.351244	-2575.407623
45	0.214281	7500	-33.426228	-2608.833851
46	0.204498	7500	-32.510761	-2641.344612
47	0.194988	7500	-31.606811	-2672.951423
48	0.185749	7500	-30.710795	-2703.662218
49	0.176777	7500	-29.868149	-2733.530367
50	0.168070	7500	-28.943534	-2762.473901
51	0.159626	7500	-28.078546	-2790.552448
52	0.151441	7500	-27.215035	-2817.767483
53	0.143514	7500	-26.417939	-2844.185422
54	0.135841	7500	-25.636818	-2869.822240
55	0.128420	7500	-24.684390	-2894.506631
56	0.121247	7500	-23.929372	-2918.436002
57	0.114320	7500	-23.046947	-2941.482949
58	0.107637	7500	-22.240641	-2963.723590
59	0.101193	7500	-21.478569	-2985.202159
60	0.094986	7500	-20.771375	-3005.973534
61	0.089014	7500	-20.054362	-3026.027896
62	0.083273	7500	-19.245957	-3045.273853
63	0.077760	7500	-18.603756	-3063.877609
64	0.072472	7500	-17.814420	-3081.692030
65	0.067406	7500	-17.139586	-3098.831616
66	0.062558	7500	-16.532158	-3115.363774
67	0.057926	7500	-15.790919	-3131.154693
68	0.053506	7500	-15.030295	-3146.184988
69	0.049295	7500	-14.343573	-3160.528561
70	0.045289	7500	-13.683024	-3174.211586
71	0.041485	7500	-13.012048	-3187.223633
72	0.037880	7500	-12.355797	-3199.579431
73	0.034469	7500	-11.684541	-3211.263972
74	0.031250	7500	-11.037867	-3222.301839
75	0.028218	7500	-10.404034	-3232.705873
76	0.025370	7500	-9.775029	-3242.480902
77	0.022702	7500	-9.166475	-3251.647377
78	0.020209	7500	-8.565247	-3260.212624
79	0.017889	7500	-7.979985	-3268.192609
80	0.015736	7500	-7.412221	-3275.604829
81	0.013746	7500	-6.862178	-3282.467007
82	0.011916	7500	-6.322897	-3288.789904
83	0.010240	7500	-5.798641	-3294.588545
84	0.008714	7500	-5.294906	-3299.883451
85	0.007334	7500	-4.805666	-3304.689117
86	0.006093	7500	-4.330018	-3309.019135
87	0.004988	7500	-3.875585	-3312.894720
88	0.004013	7500	-3.444719	-3316.339439
89	0.003162	7500	-3.047187	-3319.386627
90	0.002430	7500	-2.643748	-3322.030374
91	0.001810	7500	-2.281847	-3324.312222
92	0.001296	7500	-2.002348	-3326.314569
93	0.000882	7500	-1.778165	-3328.092735
94	0.000559	7500	-1.539212	-3329.631947
95	0.000320	7500	-1.291458	-3330.923405
96	0.000156	7500	-0.969183	-3331.892588
97	0.000057	7500	-0.606446	-3332.499034
98	0.000010	7500	-0.296137	-3332.795172
99	0.000000	7500	-0.064121	-3332.859292
Log marginal likelihood:	-3332.859292
0	0.975187	7500	-84.390556	-84.390556
1	0.950747	7500	-83.117437	-167.507993
2	0.926679	7500	-81.871155	-249.379148
3	0.902980	7500	-80.615732	-329.994880
4	0.879648	7500	-79.388991	-409.383871
5	0.856682	7500	-78.130491	-487.514362
6	0.834079	7500	-76.944885	-564.459247
7	0.811838	7500	-75.714453	-640.173700
8	0.789957	7500	-74.484728	-714.658428
9	0.768433	7500	-73.309042	-787.967469
10	0.747266	7500	-72.212702	-860.180171
11	0.726452	7500	-70.952492	-931.132663
12	0.705989	7500	-69.752108	-1000.884771
13	0.685877	7500	-68.612942	-1069.497713
14	0.666112	7500	-67.409894	-1136.907606
15	0.646693	7500	-66.232481	-1203.140087
16	0.627618	7500	-65.058326	-1268.198413
17	0.608884	7500	-63.965375	-1332.163788
18	0.590490	7500	-62.802503	-1394.966291
19	0.572433	7500	-61.623266	-1456.589557
20	0.554712	7500	-60.553915	-1517.143472
21	0.537324	7500	-59.418332	-1576.561803
22	0.520268	7500	-58.336577	-1634.898380
23	0.503540	7500	-57.206970	-1692.105350
24	0.487139	7500	-56.142426	-1748.247776
25	0.471063	7500	-55.013858	-1803.261634
26	0.455310	7500	-53.789450	-1857.051085
27	0.439877	7500	-52.843509	-1909.894594
28	0.424762	7500	-51.751539	-1961.646133
29	0.409963	7500	-50.664085	-2012.310218
30	0.395478	7500	-49.593102	-2061.903320
31	0.381305	7500	-48.510519	-2110.413839
32	0.367440	7500	-47.357726	-2157.771564
33	0.353883	7500	-46.442119	-2204.213684
34	0.340630	7500	-45.400424	-2249.614108
35	0.327680	7500	-44.365107	-2293.979214
36	0.315030	7500	-43.320897	-2337.300111
37	0.302677	7500	-42.322049	-2379.622160
38	0.290619	7500	-41.312006	-2420.934166
39	0.278855	7500	-40.311913	-2461.246079
40	0.267381	7500	-39.321870	-2500.567949
41	0.256195	7500	-38.333830	-2538.901779
42	0.245294	7500	-37.359550	-2576.261329
43	0.234677	7500	-36.389026	-2612.650355
44	0.224340	7500	-35.430535	-2648.080890
45	0.214281	7500	-34.479350	-2682.560240
46	0.204498	7500	-33.535253	-2716.095493
47	0.194988	7500	-32.604216	-2748.699709
48	0.185749	7500	-31.673025	-2780.372733
49	0.176777	7500	-30.803307	-2811.176040
50	0.168070	7500	-29.858147	-2841.034187
51	0.159626	7500	-29.009541	-2870.043729
52	0.151441	7500	-28.067633	-2898.111362
53	0.143514	7500	-27.186724	-2925.298086
54	0.135841	7500	-26.320282	-2951.618369
55	0.128420	7500	-25.558870	-2977.177238
56	0.121247	7500	-24.722006	-3001.899244
57	0.114320	7500	-23.773292	-3025.672536
58	0.107637	7500	-22.937991	-3048.610527
59	0.101193	7500	-22.180803	-3070.791330
60	0.094986	7500	-21.412379	-3092.203709
61	0.089014	7500	-20.655100	-3112.858809
62	0.083273	7500	-19.941410	-3132.800219
63	0.077760	7500	-19.111327	-3151.911546
64	0.072472	7500	-18.405818	-3170.317364
65	0.067406	7500	-17.608088	-3187.925452
66	0.062558	7500	-16.976578	-3204.902030
67	0.057926	7500	-16.211482	-3221.113512
68	0.053506	7500	-15.491588	-3236.605099
69	0.049295	7500	-14.802747	-3251.407847
70	0.045289	7500	-14.117739	-3265.525586
71	0.041485	7500	-13.414720	-3278.940306
72	0.037880	7500	-12.726301	-3291.666607
73	0.034469	7500	-12.043591	-3303.710198
74	0.031250	7500	-11.380552	-3315.090750
75	0.028218	7500	-10.728435	-3325.819184
76	0.025370	7500	-10.082330	-3335.901514
77	0.022702	7500	-9.454602	-3345.356116
78	0.020209	7500	-8.836331	-3354.192446
79	0.017889	7500	-8.233265	-3362.425712
80	0.015736	7500	-7.651613	-3370.077325
81	0.013746	7500	-7.077267	-3377.154592
82	0.011916	7500	-6.523742	-3383.678334
83	0.010240	7500	-5.979806	-3389.658140
84	0.008714	7500	-5.462373	-3395.120513
85	0.007334	7500	-4.951741	-3400.072254
86	0.006093	7500	-4.469948	-3404.542202
87	0.004988	7500	-3.991948	-3408.534150
88	0.004013	7500	-3.555413	-3412.089564
89	0.003162	7500	-3.134163	-3415.223727
90	0.002430	7500	-2.728683	-3417.952410
91	0.001810	7500	-2.364993	-3420.317403
92	0.001296	7500	-2.067088	-3422.384491
93	0.000882	7500	-1.789024	-3424.173515
94	0.000559	7500	-1.571253	-3425.744768
95	0.000320	7500	-1.292210	-3427.036978
96	0.000156	7500	-0.955106	-3427.992084
97	0.000057	7500	-0.612027	-3428.604111
98	0.000010	7500	-0.300255	-3428.904366
99	0.000000	7500	-0.063756	-3428.968123
Log marginal likelihood:	-3428.968123
0	0.975187	7500	-83.772436	-83.772436
1	0.950747	7500	-82.539578	-166.312015
2	0.926679	7500	-81.361145	-247.673159
3	0.902980	7500	-80.135723	-327.808882
4	0.879648	7500	-78.905975	-406.714857
5	0.856682	7500	-77.619655	-484.334512
6	0.834079	7500	-76.443012	-560.777524
7	0.811838	7500	-75.234637	-636.012162
8	0.789957	7500	-74.040658	-710.052819
9	0.768433	7500	-72.844577	-782.897396
10	0.747266	7500	-71.668263	-854.565660
11	0.726452	7500	-70.452894	-925.018553
12	0.705989	7500	-69.285769	-994.304322
13	0.685877	7500	-68.116341	-1062.420663
14	0.666112	7500	-66.928699	-1129.349362
15	0.646693	7500	-65.756181	-1195.105542
16	0.627618	7500	-64.585898	-1259.691440
17	0.608884	7500	-63.442698	-1323.134138
18	0.590490	7500	-62.292921	-1385.427059
19	0.572433	7500	-61.152941	-1446.579999
20	0.554712	7500	-60.020014	-1506.600013
21	0.537324	7500	-58.894241	-1565.494254
22	0.520268	7500	-57.767166	-1623.261420
23	0.503540	7500	-56.658436	-1679.919857
24	0.487139	7500	-55.553570	-1735.473426
25	0.471063	7500	-54.451553	-1789.924980
26	0.455310	7500	-53.361090	-1843.286069
27	0.439877	7500	-52.279201	-1895.565271
28	0.424762	7500	-51.203258	-1946.768529
29	0.409963	7500	-50.135166	-1996.903694
30	0.395478	7500	-49.071079	-2045.974773
31	0.381305	7500	-48.016521	-2093.991294
32	0.367440	7500	-46.971416	-2140.962710
33	0.353883	7500	-45.931773	-2186.894483
34	0.340630	7500	-44.905645	-2231.800128
35	0.327680	7500	-43.879292	-2275.679420
36	0.315030	7500	-42.864357	-2318.543777
37	0.302677	7500	-41.860663	-2360.404440
38	0.290619	7500	-40.856904	-2401.261344
39	0.278855	7500	-39.865233	-2441.126577
40	0.267381	7500	-38.890726	-2480.017303
41	0.256195	7500	-37.911610	-2517.928912
42	0.245294	7500	-36.944127	-2554.873040
43	0.234677	7500	-35.989956	-2590.862995
44	0.224340	7500	-35.036963	-2625.899958
45	0.214281	7500	-34.097162	-2659.997120
46	0.204498	7500	-33.165255	-2693.162375
47	0.194988	7500	-32.244879	-2725.407255
48	0.185749	7500	-31.329849	-2756.737104
49	0.176777	7500	-30.423616	-2787.160719
50	0.168070	7500	-29.525920	-2816.686639
51	0.159626	7500	-28.637277	-2845.323917
52	0.151441	7500	-27.803261	-2873.127178
53	0.143514	7500	-26.889937	-2900.017115
54	0.135841	7500	-26.029567	-2926.046682
55	0.128420	7500	-25.220441	-2951.267123
56	0.121247	7500	-24.359861	-2975.626984
57	0.114320	7500	-23.510198	-2999.137182
58	0.107637	7500	-22.687226	-3021.824408
59	0.101193	7500	-21.876845	-3043.701253
60	0.094986	7500	-21.150283	-3064.851536
61	0.089014	7500	-20.393117	-3085.244653
62	0.083273	7500	-19.570769	-3104.815422
63	0.077760	7500	-18.849219	-3123.664642
64	0.072472	7500	-18.114269	-3141.778910
65	0.067406	7500	-17.375707	-3159.154617
66	0.062558	7500	-16.749820	-3175.904437
67	0.057926	7500	-16.098089	-3192.002526
68	0.053506	7500	-15.362864	-3207.365390
69	0.049295	7500	-14.689804	-3222.055194
70	0.045289	7500	-13.982281	-3236.037476
71	0.041485	7500	-13.299603	-3249.337079
72	0.037880	7500	-12.616894	-3261.953973
73	0.034469	7500	-11.956704	-3273.910677
74	0.031250	7500	-11.274585	-3285.185261
75	0.028218	7500	-10.638571	-3295.823833
76	0.025370	7500	-10.001766	-3305.825599
77	0.022702	7500	-9.374278	-3315.199876
78	0.020209	7500	-8.765812	-3323.965688
79	0.017889	7500	-8.161885	-3332.127573
80	0.015736	7500	-7.583391	-3339.710964
81	0.013746	7500	-7.015968	-3346.726932
82	0.011916	7500	-6.466774	-3353.193706
83	0.010240	7500	-5.924784	-3359.118490
84	0.008714	7500	-5.415023	-3364.533513
85	0.007334	7500	-4.916033	-3369.449545
86	0.006093	7500	-4.427874	-3373.877419
87	0.004988	7500	-3.959090	-3377.836509
88	0.004013	7500	-3.528333	-3381.364842
89	0.003162	7500	-3.108400	-3384.473243
90	0.002430	7500	-2.707845	-3387.181088
91	0.001810	7500	-2.346077	-3389.527164
92	0.001296	7500	-2.061561	-3391.588725
93	0.000882	7500	-1.783674	-3393.372399
94	0.000559	7500	-1.564188	-3394.936587
95	0.000320	7500	-1.257793	-3396.194380
96	0.000156	7500	-0.955300	-3397.149681
97	0.000057	7500	-0.608557	-3397.758238
98	0.000010	7500	-0.288983	-3398.047220
99	0.000000	7500	-0.063467	-3398.110687
Log marginal likelihood:	-3398.110687
0	0.975187	7500	-82.513846	-82.513846
1	0.950747	7500	-81.276771	-163.790617
2	0.926679	7500	-80.045219	-243.835836
3	0.902980	7500	-78.818286	-322.654121
4	0.879648	7500	-77.595237	-400.249358
5	0.856682	7500	-76.379844	-476.629202
6	0.834079	7500	-75.170357	-551.799559
7	0.811838	7500	-73.992183	-625.791742
8	0.789957	7500	-72.776469	-698.568211
9	0.768433	7500	-71.594400	-770.162611
10	0.747266	7500	-70.406422	-840.569033
11	0.726452	7500	-69.234255	-909.803288
12	0.705989	7500	-68.077119	-977.880407
13	0.685877	7500	-66.901579	-1044.781986
14	0.666112	7500	-65.769869	-1110.551855
15	0.646693	7500	-64.594372	-1175.146227
16	0.627618	7500	-63.448951	-1238.595178
17	0.608884	7500	-62.365897	-1300.961074
18	0.590490	7500	-61.314867	-1362.275941
19	0.572433	7500	-60.134618	-1422.410559
20	0.554712	7500	-59.026608	-1481.437167
21	0.537324	7500	-57.978373	-1539.415540
22	0.520268	7500	-56.853156	-1596.268696
23	0.503540	7500	-55.777869	-1652.046565
24	0.487139	7500	-54.749766	-1706.796330
25	0.471063	7500	-53.628488	-1760.424819
26	0.455310	7500	-52.567031	-1812.991849
27	0.439877	7500	-51.488873	-1864.480722
28	0.424762	7500	-50.387714	-1914.868436
29	0.409963	7500	-49.440892	-1964.309328
30	0.395478	7500	-48.388773	-2012.698101
31	0.381305	7500	-47.337911	-2060.036013
32	0.367440	7500	-46.318847	-2106.354860
33	0.353883	7500	-45.287916	-2151.642776
34	0.340630	7500	-44.288829	-2195.931605
35	0.327680	7500	-43.266257	-2239.197861
36	0.315030	7500	-42.273444	-2281.471306
37	0.302677	7500	-41.283662	-2322.754967
